EAN,Name,PLZ,Ort,Block_APO,Sales_Rep,CVM,Planned_Visits,Block_ADM,FY2025,Top_Priority,CVM_clean
7601001254350,Drogerie Studer AG,3053,Münchenbuchsee,2132,Florence,Observe,0,Florence,3550.95,0,Observe
7610840000059,Coop Vitality Pharmacie Crissier,1023,Crissier,2032,Eléonore,Build,4,Eléonore,14217.220000000005,1,Build
7601001236011,Sun Store Crissier,1023,Crissier,2032,Eléonore,Defend,4,Eléonore,31198.060000000012,1,Defend
7601001370616,Farmacia Moderna SA,6743,Bodio,2112,Alessia,Maintain,4,Alessia,5232.99,0,Maintain
7601001025998,Pharmacie de Cugy,1053,Cugy,2043,Eléonore,Maintain,4,Eléonore,5700.419999999998,0,Maintain
7601001375871,BENU Cugy,1053,Cugy,2043,Eléonore,Maintain,4,Eléonore,11784.890000000007,0,Maintain
7601007999927,Pharmacie de Cully,1096,Cully,2047,Eléonore,Gain,4,Eléonore,5103.47,0,Gain
7601001006270,Farmacia Nord SA,6500,Bellinzona,2109,Alessia,Maintain,4,Alessia,9212.600000000002,0,Maintain
7601001393172,Farmacia del Parco SA,6900,Lugano,2097,Alessia,Maintain,4,Alessia,2547.7700000000004,0,Maintain
7601001405349,Innoval Industrie Apotheke Dagmersellen,6252,Dagmersellen,2180,Michaela,Observe,0,Michaela,0.0,0,Observe
7601001412729,FresuCare Apotheke,6252,Dagmersellen,2180,Michaela,Observe,0,Michaela,0.0,0,Observe
7601001372627,Drogerie Schlumpf GmbH,6252,Dagmersellen,2180,Michaela,Build,4,Michaela,8715.24,0,Build
7601001395725,Apotheke Wyss im Täfernhof,5405,Dättwil,2172,Luis,Build,5,Luis,12476.339999999998,0,Build
7601001400153,Rütli-Apotheke,6440,Brunnen,2185,Sarina,Maintain,4,Sarina,9992.410000000003,0,Maintain
7601001410404,Rot-Tor Apotheke AG,9050,Appenzell,2226,Sarina,Build,4,Sarina,7960.94,0,Build
7601001328099,Ameisen Apotheke AG,9230,Flawil,2229,Sarina,Build,4,Sarina,12753.859999999999,0,Build
7601001402379,Ricken Drogerie GmbH,8737,Gommiswald,2231,Sarina,Observe,0,Sarina,2591.34,0,Observe
7601001412132,Rheintal Drogerie,9445,Rebstein,2233,Sarina,Maintain,4,Sarina,4796.989999999998,0,Maintain
7601002998338,Drogerie Vicus,3235,Erlach,2133,Florence,Observe,0,Florence,1359.2900000000002,0,Observe
7601001400801,Drogerie von Grünigen AG,3780,Gstaad,2122,Florence,Maintain,4,Florence,0.0,0,Maintain
7601001400818,Drogerie von Grünigen AG,3780,Gstaad,2122,Florence,Maintain,4,Florence,11631.150000000001,0,Maintain
7601001380509,Drogerie von Känel GmbH,3713,Reichenbach im Kandertal,2122,Florence,Gain,4,Florence,8543.52,0,Gain
7601001315730,Droguerie d'Orbe,1350,Orbe,2040,Florence,Observe,0,Florence,0.0,0,Observe
7601001006515,Droguerie de Fleurier,2114,Fleurier,2073,Florence,Observe,0,Florence,0.0,0,Observe
7601001393622,Droguerie de l'Aubier Sàrl,2824,Vicques,2080,Florence,Observe,0,Florence,37.879999999999995,0,Observe
7601001371491,Droguerie de l'Orval,2735,Bévilard,2136,Florence,Observe,0,Florence,0.0,0,Observe
7601001403505,Droguerie de La Sarraz,1315,La Sarraz,2037,Florence,Observe,0,Florence,619.6299999999999,0,Observe
7601009273551,Droguerie du Lac SA,2000,Neuchâtel,2071,Florence,Observe,0,Florence,0.0,0,Observe
7601001402720,Pharmacie Amavita Granges-Paccots,1763,Granges-Paccot,2087,Eléonore,Build,4,Eléonore,8187.640000000009,0,Build
7601001394599,Vindonissa Rotpunkt Apotheke AG,5210,Windisch,2171,Luis,Build,5,Luis,19318.780000000002,1,Build
7601001019485,Neuwiesen Apotheke Drogerie AG,8400,Winterthur,2209,Luis,Build,5,Luis,23871.230000000014,1,Build
7601001563292,Rathaus Apotheke C. Held AG,8500,Frauenfeld,2221,Sarina,Observe,0,Sarina,4487.62,0,Observe
7601001311169,Raetus Apotheke AG,7000,Chur,2236,Sarina,Defend,4,Sarina,17857.67000000002,1,Defend
7601001379701,Müller Handels AG Schweiz,8953,Dietikon,2204,Luis,Observe,0,Luis,0.0,0,Observe
7601001399808,Coop Vitality Apotheke Silbern Dietikon,8953,Dietikon,2204,Luis,Defend,4,Luis,18025.380000000012,1,Defend
7601001377691,Amavita Apotheke Horw,6048,Horw,2179,Michaela,Build,4,Michaela,15554.99000000003,1,Build
7601009225383,Limmat Drogerie,8953,Dietikon,2204,Luis,Gain,4,Luis,5163.4800000000005,0,Gain
7601001406018,Herti Apotheke und Drogerie AG,6300,Zug,2183,Luis,Build,5,Luis,15418.799999999997,1,Build
7601001007406,Triemli-Apotheke & Drogerie AG,8047,Zürich,2190,Luis,Build,5,Luis,14883.929999999993,1,Build
7601001379510,Coop Vitality Apotheke Dietlikon,8305,Dietlikon,2213,Luis,Defend,4,Luis,18786.09,1,Defend
7601001321793,Rigi Apotheke und Drogerie AG,8006,Zürich,2198,Luis,Build,5,Luis,16750.92,1,Build
7601001400344,Dorf-Drogerie Hafen AG,8305,Dietlikon,2213,Luis,Observe,0,Luis,0.0,0,Observe
7601001243279,Puls Apotheke & Drogerie AG,8340,Hinwil,2210,Sarina,Defend,5,Sarina,22223.170000000006,1,Defend
7601001025141,Post-Drogerie AG,8762,Schwanden,2231,Sarina,Maintain,4,Sarina,7001.399999999998,0,Maintain
7601001410046,Victoria Apotheke im Circle,8058,Zürich-Flughafen,2212,Luis,Build,5,Luis,13020.020000000002,1,Build
7601001845534,Amavita Apotheke Ittigen,3063,Ittigen,2128,Michaela,Build,4,Michaela,13386.919999999998,1,Build
7601001394889,Droguerie-Herboristerie Roggen Sàrl,1564,Domdidier,2087,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001026025,Farmacia San Gottardo,6500,Bellinzona,2109,Alessia,Maintain,4,Alessia,10186.859999999997,0,Maintain
7601001408623,Lindenapotheke Paracelsus Dornach,4143,Dornach,2140,Michaela,Maintain,4,Michaela,5021.360000000001,0,Maintain
7601001395367,Saner Apotheke AG,4143,Dornach,2140,Michaela,Observe,0,Michaela,13425.249999999995,1,Observe
7601001355996,Pharmacie Amavita St- Laurent,1003,Lausanne,2021,Eléonore,Build,4,Eléonore,10838.7,0,Build
7601001399785,Bahnhof-Apotheke + Drogerie,5312,Döttingen,2174,Luis,Build,4,Michaela,15959.049999999996,1,Build
7601001373501,Medbase Apotheke Zürich Zehntenhaus,8046,Zürich,2195,Luis,Build,5,Luis,9114.5,0,Build
7601001366695,Pharmacie Amavita La Harpe,1007,Lausanne,2020,Eléonore,Build,4,Eléonore,7339.080000000005,0,Build
7601001013353,DROPA Marktgass Drogerie Apotheke,8600,Dübendorf,2214,Luis,Defend,4,Luis,10411.62,0,Defend
7601001410640,Bahnhof Apotheke Stettbach,8600,Dübendorf,2214,Luis,Build,5,Luis,18587.759999999995,1,Build
7601001705449,Droguerie du Milieu Sàrl,1400,Yverdon-les-Bains,2039,Florence,Observe,0,Florence,0.0,0,Observe
7601001404038,Droguerie du Vallon Laurent Bühler Sàrl,2610,St-Imier,2137,Florence,Observe,0,Florence,0.0,0,Observe
7601001304741,Droguerie G. Mure SA,2950,Courgenay,2078,Florence,Observe,0,Florence,0.0,0,Observe
7601001020276,Droguerie Goetschmann,2720,Tramelan,2137,Florence,Observe,0,Florence,0.0,0,Observe
7601001772328,Droguerie Herboristerie La Pimprenelle,1260,Nyon,2027,Florence,Observe,0,Florence,0.0,0,Observe
7601001341166,Jura Apotheke Eichenberger AG,4657,Dulliken,2141,Michaela,Build,4,Michaela,11447.590000000002,0,Build
7601001375833,DROPA Drogerie Diener AG,6030,Ebikon,2181,Michaela,Maintain,4,Michaela,9633.170000000007,0,Maintain
7601001405189,DROPA Drogerie Apotheke Mall of Switzerland,6030,Ebikon,2181,Michaela,Defend,4,Michaela,26338.809999999976,1,Defend
7601001403215,Pharmacie Amavita Golaz,1003,Lausanne,2021,Eléonore,Build,4,Eléonore,13370.47,1,Build
7601001371934,Pill Drogerie Heid,7078,Lenzerheide/Lai,2238,Sarina,Build,2,Sarina,3965.11,0,Build
7601002992442,Pill Drogerie Albuville & Erva Shop,8640,Rapperswil SG,2231,Sarina,Observe,0,Sarina,2454.02,0,Observe
7601001370753,Sun Store Echallens,1040,Echallens,2043,Eléonore,Build,4,Eléonore,13326.2,1,Build
7601001405967,Pharmacie Grognuz SA,1040,Echallens,2043,Eléonore,Build,4,Eléonore,8360.539999999999,0,Build
7601001376380,Pharmacie de l'Hôtel de Ville SA,1040,Echallens,2043,Eléonore,Build,4,Eléonore,10400.23,0,Build
7601001027961,pharmacieplus d'échandens,1026,Echandens,2032,Eléonore,Maintain,4,Eléonore,8817.28,0,Maintain
7601001371439,Sun Store Ecublens Croset,1024,Ecublens,2033,Eléonore,Build,4,Eléonore,11476.800000000007,0,Build
7601001253469,Farmacia San Rocco SA,6500,Bellinzona,2109,Alessia,Maintain,4,Alessia,6504.479999999997,0,Maintain
7601001407237,APODRO Drogerie Effretikon,8307,Effretikon,2211,Luis,Observe,0,Luis,3026.2999999999993,0,Observe
7601001394773,BENU Effi-Märt,8307,Effretikon,2211,Luis,Defend,4,Luis,27462.819999999996,1,Defend
7601001369788,Rike-Apotheke AG,8307,Effretikon,2211,Luis,Observe,0,Luis,7306.33,0,Observe
7601001394025,Coop Vitality Apotheke Egerkingen Gäupark,4622,Egerkingen,2140,Michaela,Defend,4,Michaela,26566.77000000004,1,Defend
7601001338296,Müller Handels AG Schweiz,4622,Egerkingen,2140,Michaela,Observe,0,Michaela,0.0,0,Observe
7601001401921,Apotheke Dobler AG,8132,Egg,2218,Luis,Observe,0,Luis,1202.03,0,Observe
7601001005693,Drogerie Pieren GmbH,8132,Egg b. Zürich,2218,Luis,Build,5,Luis,8201.11,0,Build
7601001393219,Stöckli-Eggiwil AG,3537,Eggiwil,2124,Michaela,Observe,0,Michaela,2790.7900000000004,0,Observe
7601001863408,TopPharm Emmen Apotheke,6020,Emmenbrücke,2180,Michaela,Defend,4,Michaela,39006.94999999999,1,Defend
7601001395947,TopPharm Fortuna Apotheke Fahrwangen,5615,Fahrwangen,2164,Luis,Defend,4,Luis,8861.77,0,Defend
7601001393240,Vinzenz Apotheke AG,5074,Eiken,2175,Michaela,Gain,4,Michaela,7481.259999999999,0,Gain
7601001411562,Pill Apotheke Zentrum,9470,Buchs,2233,Sarina,Gain,4,Sarina,13994.550000000001,1,Gain
7601001014428,Pill Apotheke Lai,7078,Lenzerheide/Lai,2238,Sarina,Gain,2,Sarina,9810.270000000004,0,Gain
7601001006744,Pill Apotheke Grischuna,7000,Chur,2236,Sarina,Gain,4,Sarina,9824.429999999998,0,Gain
7601001413207,Pill Apotheke am Bahnhof,8808,Pfäffikon,2186,Sarina,Maintain,4,Sarina,8704.72,0,Maintain
7601001396043,Pill Apotheke & Drogerie St. Fridolin,8754,Netstal,2231,Sarina,Build,4,Sarina,18420.3,1,Build
7601001401990,Anfos Apotheke,4051,Basel,2142,Michaela,Defend,4,Michaela,15577.949999999995,1,Defend
7601009141522,Dorf-Drogerie Krähenbühl,8424,Embrach,2211,Luis,Observe,0,Luis,830.4300000000001,0,Observe
7601009141539,Center-Drogerie Krähenbühl,8424,Embrach,2211,Luis,Maintain,4,Luis,10547.730000000003,0,Maintain
7601001412811,Drogerie und Vitalshop,6020,Emmenbrücke,2180,Michaela,Maintain,4,Michaela,4559.38,0,Maintain
7601001378360,Rosengarten-Apotheke AG,8303,Bassersdorf,2211,Luis,Defend,4,Luis,28294.479999999992,1,Defend
7601001396470,TopPharm Damian Apotheken - Fislisbach,5442,Fislisbach,2172,Luis,Defend,4,Luis,526.3199999999999,0,Defend
7601001404335,Surbtal-Apotheke,5304,Endingen,2170,Luis,Gain,4,Michaela,3942.7299999999996,0,Gain
7601001325142,Pill Apotheke & Drogerie Montana,7050,Arosa,2238,Sarina,Observe,0,Sarina,8568.619999999999,0,Observe
7601001860001,Entlebucher Drogerie,6162,Entlebuch,2179,Michaela,Observe,0,Michaela,4739.589999999999,0,Observe
7601001370807,Amavita Apotheke Würzenbach,6006,Luzern,2181,Michaela,Build,4,Michaela,14359.530000000006,1,Build
7601001370838,Amavita Apotheke LöwenCenter,6004,Luzern,2177,Michaela,Build,4,Michaela,23841.970000000027,1,Build
7601001379497,BENU Epalinges Biopôle,1066,Epalinges,2045,Eléonore,Maintain,4,Eléonore,10745.96,0,Maintain
7601001407794,Amavita Apotheke Mellingen,5507,Mellingen,2166,Luis,Build,5,Luis,19515.490000000013,1,Build
7601007996490,TopPharm Apotheke Arbogast,4132,Muttenz,2155,Michaela,Defend,4,Michaela,13764.95,1,Defend
7601001379121,Pill Apoteca & Drogaria Marcau,7130,Ilanz,2237,Sarina,Gain,4,Sarina,11654.160000000003,0,Gain
7601001376816,Pilatus Drogerie GmbH,6060,Sarnen,2182,Sarina,Observe,0,Sarina,2312.88,0,Observe
7601001027664,Passage Apotheke AG,8500,Frauenfeld,2221,Sarina,Defend,4,Sarina,39250.75999999999,1,Defend
7601001396715,Parsenn-Drogerie Schiers,7220,Schiers,2238,Sarina,Observe,0,Sarina,5029.499999999999,0,Observe
7601001270244,drogi.ch GmbH,6182,Escholzmatt,2179,Michaela,Maintain,4,Michaela,6113.88,0,Maintain
7601001697362,Droguerie l'Etamine Sàrl,2852,Courtételle,2078,Florence,Observe,0,Florence,0.0,0,Observe
7601001404991,Droguerie Mélina Perusset Sàrl,1400,Yverdon-les-Bains,2039,Florence,Observe,0,Florence,0.0,0,Observe
7601001398337,Droguerie Schneitter,2000,Neuchâtel,2071,Florence,Observe,0,Florence,0.0,0,Observe
7601001380394,Sun Store Etoy,1163,Etoy,2029,Eléonore,Build,4,Eléonore,16179.76,1,Build
7601001376649,Blauen Apotheke AG,4107,Ettingen,2153,Michaela,Build,4,Michaela,17433.919999999995,1,Build
7601009142048,Pharmacie Sermet SA,1983,Evolène,2062,Eléonore,Maintain,4,Eléonore,6329.730000000001,0,Maintain
7601001403444,TopPharm Sonnen Apotheke - Niederglatt,8172,Niederglatt,2206,Luis,Defend,4,Luis,16036.24,1,Defend
7601001326156,Farmacia Pellandini SA,6517,Arbedo,2110,Alessia,Maintain,4,Alessia,7547.950000000002,0,Maintain
7601001367692,Farmacia Liver SA,6830,Chiasso,2090,Alessia,Maintain,4,Alessia,4643.509999999998,0,Maintain
7601001379466,BENU Fällanden,8117,Fällanden,2215,Luis,Defend,4,Luis,17657.01,1,Defend
7601001006560,Pharmacie du Gibloux,1726,Farvagny,2084,Eléonore,Build,4,Eléonore,12121.619999999999,0,Build
7601001008977,Parsenn-Drogerie Küblis,7240,Küblis,2238,Sarina,Observe,0,Sarina,1686.1599999999999,0,Observe
7601001398757,Park-Apotheke AG,8280,Kreuzlingen,2223,Sarina,Defend,4,Sarina,15218.6,1,Defend
7601001393318,Coop Vitality Apotheke Feuerthalen,8245,Feuerthalen,2207,Luis,Defend,4,Luis,22892.76000000003,1,Defend
7601001400009,Apotheke Dr. Imhof AG,3984,Fiesch,2070,Eléonore,Maintain,4,Eléonore,11116.71,0,Maintain
7601001396456,TopPharm Damian Apotheken und Drogerien-Nussbaumen,5415,Nussbaumen b. Baden,2170,Luis,Defend,4,Michaela,60136.27000000001,1,Defend
7601001349353,DROPA Drogerie Apotheke Interlaken Ost,3800,Interlaken,2123,Florence,Build,4,Florence,17245.31999999998,1,Build
7601001395077,DROPA Drogerie Flamatt,3175,Flamatt,2088,Florence,Observe,0,Florence,3034.2399999999993,0,Observe
7601001367890,DROPA Drogerie Interlaken,3800,Interlaken,2123,Florence,Maintain,4,Florence,14580.319999999992,1,Maintain
7601001399723,Paracelsus-Apotheke Einsiedeln AG,8840,Einsiedeln,2185,Sarina,Observe,0,Sarina,236.7,0,Observe
7601001373044,Oedenhof Drogerie AG,9300,Wittenbach,2229,Sarina,Build,4,Sarina,9044.279999999999,0,Build
7601009324789,Wydehof Apotheke AG,4226,Breitenbach,2140,Michaela,Defend,4,Michaela,20063.810000000005,1,Defend
7601001374157,DROPA Drogerie Kerzers,3210,Kerzers,2089,Florence,Maintain,4,Florence,3132.9000000000005,0,Maintain
7601001375772,Dropa Drogerie Lyss AG,3250,Lyss,2132,Florence,Observe,0,Florence,3596.2300000000014,0,Observe
7601001067424,DROPA Drogerie Schumacher,3860,Meiringen,2123,Florence,Observe,0,Florence,6757.109999999998,0,Observe
7601001393332,Neudorf Drogerie,9200,Gossau,2229,Sarina,Gain,4,Sarina,8798.069999999998,0,Gain
7601001586871,Natürlich Drogerie Fischer GmbH,8274,Tägerwilen,2223,Sarina,Maintain,4,Sarina,7756.760000000003,0,Maintain
7601001545687,Natürlich Drogerie AG,8625,Gossau,2210,Sarina,Maintain,4,Sarina,5663.9800000000005,0,Maintain
7601001242005,Düdro Drogerie Bahnhofzentrum,3186,Düdingen,2088,Florence,Observe,0,Florence,4852.449999999999,0,Observe
7601001380424,Drogerie Studer AG,3312,Fraubrunnen,2129,Michaela,Observe,0,Michaela,3851.7700000000004,0,Observe
7601001026780,Natur Drogerie Britschgi GmbH,6460,Altdorf,2182,Sarina,Maintain,4,Sarina,3046.95,0,Maintain
7601001010710,Mythen Apotheke Drogerie AG,6438,Ibach,2185,Sarina,Defend,4,Sarina,30098.899999999998,1,Defend
7601001368279,Müller Reformhaus Vital Shop AG,7000,Chur,2236,Sarina,Observe,0,Sarina,0.0,0,Observe
7601001338647,Müller Reformhaus Vital Shop AG,9100,Herisau,2226,Sarina,Observe,0,Sarina,0.0,0,Observe
7601003020335,Müller Reformhaus Vital Shop AG,8640,Rapperswil SG,2231,Sarina,Observe,0,Sarina,0.0,0,Observe
7601003020366,Müller Reformhaus Vital Shop AG,9000,St. Gallen,2227,Sarina,Observe,0,Sarina,0.0,0,Observe
7601001408593,Lindenapotheke Frenkendorf,4402,Frenkendorf,2155,Michaela,Maintain,4,Michaela,6785.52,0,Maintain
7601001377264,Sun Store Fribourg,1700,Fribourg,2086,Eléonore,Build,4,Eléonore,7601.480000000006,0,Build
7601001409248,Pharmacie du Boulevard SA,1700,Fribourg,2086,Eléonore,Gain,4,Eléonore,7641.299999999998,0,Gain
7601001374386,pharmacieplus du bourg,1700,Fribourg,2086,Eléonore,Maintain,4,Eléonore,10516.779999999999,0,Maintain
7601001354456,Pharmacie Amavita Montreux,1820,Montreux,2050,Eléonore,Build,4,Eléonore,7558.370000000002,0,Build
7601001007185,Pharmacie Amavita Morges,1110,Morges,2031,Eléonore,Build,4,Eléonore,9366.810000000009,0,Build
7601001374492,BENU Fribourg Ste-Thérèse,1700,Fribourg,2086,Eléonore,Maintain,4,Eléonore,10945.590000000006,0,Maintain
7601001374706,BENU Fribourg Schönberg,1700,Fribourg,2086,Eléonore,Observe,0,Eléonore,4179.880000000002,0,Observe
7601001316874,BENU Fribourg Pérolles,1700,Fribourg,2086,Eléonore,Build,4,Eléonore,15317.44,1,Build
7601001377394,BENU Fribourg La Galerie,1700,Fribourg,2086,Eléonore,Maintain,4,Eléonore,13315.640000000018,1,Maintain
7601001375963,BENU Fribourg Gare,1700,Fribourg,2086,Eléonore,Defend,4,Eléonore,34011.99000000002,1,Defend
7601001017283,BENU Fribourg-Centre,1700,Fribourg,2086,Eléonore,Defend,4,Eléonore,17567.87,1,Defend
7601001005617,BENU Fribourg Centrale-Marché,1700,Fribourg,2086,Eléonore,Maintain,4,Eléonore,7008.640000000002,0,Maintain
7601001022799,BENU Fribourg Beaumont,1700,Fribourg,2086,Eléonore,Maintain,4,Eléonore,5509.510000000003,0,Maintain
7601001575295,Pharmacie Pérolles 6 Hagendorf,1700,Fribourg,2086,Eléonore,Observe,0,Eléonore,1302.3100000000002,0,Observe
7601001367357,La Pharmacie de la Gare Dr a Marca SA,1701,Fribourg,2086,Eléonore,Maintain,4,Eléonore,11330.910000000003,0,Maintain
7601001394926,Coop Vitality Apotheke Frick,5070,Frick,2175,Michaela,Build,4,Michaela,11644.440000000031,0,Build
7601001377073,Storchen Apotheke und Drogerie,5070,Frick,2175,Michaela,Build,4,Michaela,17050.91,1,Build
7601001375307,Müller Handels AG Schweiz,5070,Frick,2175,Michaela,Observe,0,Michaela,0.0,0,Observe
7601001396128,Löwen-Apotheke Frick AG,5070,Frick,2175,Michaela,Maintain,4,Michaela,6474.6,0,Maintain
7601001877061,Erlebnisdrogerie Adelboden GmbH,3715,Adelboden,2122,Florence,Observe,0,Florence,2468.98,0,Observe
7601001408098,Faust pharmacie Sàrl,1202,Genève,2003,Florence,Maintain,4,Florence,3352.879999999999,0,Maintain
7601001397637,DROPA Drogerie Apotheke Schönthal,4414,Füllinsdorf,2155,Michaela,Defend,4,Michaela,18236.90999999999,1,Defend
7601001410572,Droguerie de la Centaurée Sàrl,1926,Fully,2059,Eléonore,Observe,0,Eléonore,0.0,0,Observe
7601001958227,Pharmacie de Charnot SA,1926,Fully,2059,Eléonore,Observe,0,Eléonore,1411.72,0,Observe
7601001410114,Pharmacie von Roten Village,1926,Fully,2059,Eléonore,Maintain,2,Eléonore,11380.530000000002,0,Maintain
7601001410121,Pharmacie von Roten Migros,1926,Fully,2059,Eléonore,Maintain,2,Eléonore,3473.11,0,Maintain
7601001375291,Müller Handels AG Schweiz,8580,Amriswil,2224,Sarina,Observe,0,Sarina,0.0,0,Observe
7601001397347,Apotheke Oggier AG,3945,Gampel,2066,Eléonore,Defend,4,Eléonore,13247.6,1,Defend
7601001343863,Müller Handels AG Schweiz,9470,Buchs,2233,Sarina,Maintain,4,Sarina,0.0,0,Maintain
7601001403253,Apotheke am Wasserschloss AG,5412,Gebenstorf,2172,Luis,Build,5,Luis,14092.779999999999,1,Build
7601009104008,Lindenapotheke Gelterkinden,4460,Gelterkinden,2156,Michaela,Defend,4,Michaela,17817.31000000001,1,Defend
7601001372719,Apotheke Gelterkinden Handschin AG,4460,Gelterkinden,2156,Michaela,Maintain,4,Michaela,14314.810000000001,1,Maintain
7601001402980,Fit und Gsund aus dem Hause Holzgang GmbH,3818,Grindelwald,2123,Florence,Observe,0,Florence,842.2,0,Observe
7601001023857,"Geno Apotheke Dufourstrasse, Biel",2502,Biel/Bienne,2135,Florence,Maintain,4,Florence,16434.770000000004,1,Maintain
7601001023864,Geno Apotheke Lengnau,2543,Lengnau,2134,Florence,Maintain,4,Florence,8713.519999999997,0,Maintain
7601001023833,"Geno Apotheke Zentralstrasse, Biel",2502,Biel/Bienne,2135,Florence,Maintain,4,Florence,7645.729999999999,0,Maintain
7601001008618,Grosse Apotheke Dr. G. Bichsel AG,3800,Interlaken,2123,Florence,Maintain,4,Florence,9564.73,0,Maintain
7601001391598,Gstaaderhof Apotheke,3780,Gstaad,2122,Florence,Observe,0,Florence,3763.9299999999994,0,Observe
7601001913295,Hasli-Apotheke Colonia AG,3860,Meiringen,2123,Florence,Observe,0,Florence,5981.860000000002,0,Observe
7601001707030,La Pharmacie du Centre SA,2800,Delémont,2080,Florence,Observe,0,Florence,3084.709999999999,0,Observe
7601001402560,La Pharmacie Rive Gauche,1207,Genève,2004,Florence,Build,4,Florence,6536.799999999999,0,Build
7601001373464,Medbase Apotheke Dübendorf,8600,Dübendorf,2214,Luis,Defend,4,Luis,23314.030000000017,1,Defend
7601001409606,Medbase Apotheke Biel Brüggmoos,2555,Brügg,2133,Florence,Defend,4,Florence,27329.109999999982,1,Defend
7601001373556,Medbase Apotheke Glattbrugg,8152,Glattbrugg,2213,Luis,Defend,4,Luis,18318.930000000004,1,Defend
7601001402072,Mett Apotheke,2504,Biel/Bienne,2134,Florence,Observe,0,Florence,5110.400000000004,0,Observe
7601001346680,Müller Handels AG Schweiz,2500,Biel/Bienne,2135,Florence,Build,4,Florence,0.0,0,Build
7601001380387,Müller Handels AG Schweiz,2800,Delémont,2080,Florence,Observe,0,Florence,0.0,0,Observe
7601001396012,Neue Apotheke,3186,Düdingen,2088,Florence,Build,4,Florence,11177.829999999998,0,Build
7601001405745,Neue Apotheke Flamatt,3175,Flamatt,2088,Florence,Observe,0,Florence,3437.99,0,Observe
7601001965102,Neue Apotheke Golliez AG,3280,Murten,2089,Florence,Maintain,4,Florence,9928.96,0,Maintain
7601001376311,Nouvelle Pharmacie du Bourg-de-Four Sàrl,1204,Genève,2005,Florence,Maintain,4,Florence,5701.360000000001,0,Maintain
7601007995837,Öffentliche Apotheke SZB - Pharmacie publique CHB,2502,Biel /Bienne,2135,Florence,Observe,0,Florence,3577.159999999999,0,Observe
7601001019577,Pedro-Drogerie Frutigen,3714,Frutigen,2122,Florence,Observe,0,Florence,338.97,0,Observe
7601001019607,Pedro-Drogerie Moser,3770,Zweisimmen,2122,Florence,Build,4,Florence,1722.0,0,Build
7601001364707,pharma24 SA,1205,Genève,2006,Florence,Defend,4,Florence,41957.28,1,Defend
7601001007192,Pharmacie Amavita La Gottaz,1110,Morges,2031,Eléonore,Build,4,Eléonore,12369.680000000008,0,Build
7601001404014,Amavita Apotheke Zentral,5630,Muri,2165,Luis,Build,5,Luis,11227.55,0,Build
7601001845541,Amavita Apotheke Ostermundingen,3072,Ostermundigen,2127,Michaela,Build,4,Michaela,14489.45,1,Build
7601001406117,Amavita Apotheke Pratteln,4133,Pratteln,2155,Michaela,Build,4,Michaela,13100.220000000007,1,Build
7601001406124,Amavita Apotheke Bahnhof Pratteln,4133,Pratteln,2155,Michaela,Build,4,Michaela,12423.30000000001,0,Build
7601001396883,Pharmacie-Parfumerie Amavita Pulliérane,1009,Pully,2046,Eléonore,Build,4,Eléonore,9907.21000000001,0,Build
7601001372511,Amavita Apotheke Regensdorf,8105,Regensdorf,2205,Luis,Build,5,Luis,20466.96000000002,1,Build
7601001369320,Amavita Apotheke Riehen,4125,Riehen,2150,Michaela,Build,4,Michaela,16177.160000000027,1,Build
7601001369337,Amavita Apotheke Rauracher,4125,Riehen,2150,Michaela,Build,4,Michaela,11583.570000000007,0,Build
7601001405912,Pharmacie Amavita Savigny,1073,Savigny,2044,Eléonore,Build,4,Eléonore,12328.27,0,Build
7601001374485,Pharmacie Amavita Burgener,3960,Sierre,2065,Eléonore,Build,4,Eléonore,4649.85,0,Build
7601001375888,Amavita Apotheke im Bahnhof,3600,Thun,2121,Michaela,Build,4,Michaela,20173.580000000045,1,Build
7601001372580,Amavita Apotheke Unterägeri,6314,Unterägeri,2184,Luis,Build,5,Luis,15407.040000000023,1,Build
7601001367753,Amavita Apotheke Vorstadt,8200,Schaffhausen,2220,Sarina,Build,4,Sarina,10593.430000000002,0,Build
7601001378612,Amavita Apotheke Seen,8405,Winterthur,2210,Sarina,Build,4,Sarina,17841.250000000015,1,Build
7601001398238,Amavita Apotheke Rigimärt,6403,Küssnacht am Rigi,2185,Sarina,Build,4,Sarina,22902.350000000057,1,Build
7601001376922,Amavita Apotheke Landi,7001,Chur,2236,Sarina,Build,4,Sarina,6647.330000000002,0,Build
7601001368620,Amavita Apotheke Gallusmarkt,9016,St. Gallen,2228,Sarina,Build,4,Sarina,20817.84000000006,1,Build
7601001402874,Amavita Apotheke Frohsinn,8730,Uznach,2231,Sarina,Build,4,Sarina,19364.10000000005,1,Build
7601001375895,Amavita Apotheke Chur,7000,Chur,2236,Sarina,Build,4,Sarina,21822.25999999999,1,Build
7601001392144,Amavita Apotheke & Drogerie Altdorf,6460,Altdorf,2182,Sarina,Build,4,Sarina,11958.390000000016,0,Build
7601001403161,Amavita Kreuz Apotheke,3052,Zollikofen,2128,Michaela,Build,4,Michaela,17074.640000000036,1,Build
7601001379442,Amavita Apotheke Zug,6300,Zug,2183,Luis,Build,5,Luis,12808.790000000005,0,Build
7601001373587,Amavita Apotheke Sunnemärt,8134,Adliswil,2203,Luis,Defend,4,Luis,27528.940000000053,1,Defend
